사용자 유형,기존 응원 팀,질문,매칭팀,추천 리그,sbert_score,n2v_score,vector_score,매칭 스코어,llm_confidence,llm_rank,llm_reason
1,알핀,나는 알핀의 '알론소_이탈_논란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.4244865477085113,0.5,0.9648402984482792,0.5628,0.4,3,"뉴캐슬 유나이티드는 최근 공격적인 축구를 시도하고 있지만, 리버풀과 크리스탈 팰리스와 비교해선 상대적으로 덜 공격적인 축구를 선호합니다."
1,알핀,나는 알핀의 '알론소_이탈_논란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.3038856387138366,0.5,0.9837736012587378,0.5183,0.85,1,KT 위즈는 강력한 타선과 투수진을 보유하고 있어 알린의 스타일과 유사한 팀입니다.
1,알핀,나는 알핀의 '알론소_이탈_논란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,키움 히어로즈,KBO,0.3136480152606964,0.5,0.9368513188800902,0.5128,0.75,2,키움 히어로즈는 강력한 타선과 다양한 투수진을 가지고 있어 알린의 스타일과 유사한 팀입니다.
1,알핀,나는 알핀의 '알론소_이탈_논란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,NC 다이노스,KBO,0.3301856517791748,0.5,0.8965756496547588,0.5114,0.45,3,NC 다이노스는 상대적으로 다른 팀의 스타일을 가지고 있어 알린의 스타일과 잘 맞지 않을 수 있습니다.
1,알핀,나는 알핀의 '알론소_이탈_논란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.4682007431983948,0.5,0.9480141155784624,0.5853,0.7,2,"제주 SK FC는 최근 몇 년간 여러 이적 소식과 팀 내 갈등으로 인해 주목받았으며, 이러한 이슈들이 팀의 이미지를 강화하는 데 기여했습니다."
1,알핀,나는 알핀의 '알론소_이탈_논란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.3969462513923645,0.5,0.9323982092801332,0.5533,0.8,1,"FC안양은 중간권 팀으로서 꾸준히 이적 시장에서 주목받으며, 팀 내 문제나 감독 교체 등 다양한 이슈로 인해 주목을 받고 있습니다."
1,알핀,나는 알핀의 '알론소_이탈_논란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,광주FC,K LEAGUE,0.4271486401557922,0.5,0.9032777632922462,0.5516,0.5,3,"광주FC는 최근 몇 년간 비교적 안정적인 성적을 거두며, 이적 소식이나 팀 내 갈등 등으로 인해 주목받는 경우가 적습니다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.4243606925010681,0.5,0.9470712300839362,0.5592,0.75,1,"리버풀은 강력한 팀으로, 전술적으로도 다양한 스타일을 보여줄 수 있다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.3749794960021972,0.5,0.9648402984482792,0.543,0.45,3,"뉴캐슬은 때로는 공격적인, 때로는 수비적인 전술을 사용하며, 알핀의 스타일과 유사한 면이 있다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울버햄튼 원더러스,EPL,0.3574860095977783,0.5,0.9769664364860592,0.5384,0.6,2,"울버햄튼은 전술적으로 매우 유연하며, 때로는 공격적인, 때로는 수비적인 전술을 사용한다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.2541382908821106,0.5,0.9837736012587378,0.4984,0.75,2,KT 위즈는 강력한 투수진과 공격력으로 알핀의 스타일을 연상시킨다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,NC 다이노스,KBO,0.2581290006637573,0.5,0.8965756496547588,0.4826,0.85,1,NC 다이노스는 공격적인 플레이와 다양한 타자 라인업으로 알핀의 스타일을 잘 반영한다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,삼성 라이온즈,KBO,0.2617172598838806,0.5,0.8872751692682712,0.4821,0.6,3,"삼성 라이온즈는 전통적인 강팀으로, 알핀의 스타일과는 다소 다른 전술을 사용하는 경향이 있다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.385011613368988,0.5,0.9480141155784624,0.552,0.75,1,"제주 SK FC는 알핀의 '정치적_혼란' 같은 스타일과 유사한 전술을 사용하는 것으로 알려져 있습니다. 특히, 강력한 수비와 빠른 전환을 중시하는 팀입니다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.334993451833725,0.5,0.9323982092801332,0.5285,0.6,2,"FC안양은 공격적인 전술을 선호하며, 빠른 공수 전환과 강력한 슛력을 중시합니다. 이는 알핀의 '정치적_혼란' 스타일과 유사한 특징을 가지고 있습니다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,광주FC,K LEAGUE,0.3578527271747589,0.5,0.9032777632922462,0.5239,0.45,3,"광주FC는 전술적으로 유연하며, 다양한 전술을 시도하는 팀입니다. 그러나 알핀의 '정치적_혼란' 스타일과 완전히 일치하는 특징은 FC안양과 제주 SK FC에 비해 덜 나타납니다."
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.5260538458824158,0.5,0.9721760249455392,0.6049,0.75,1,크리스탈 팰리스는 현대적인 경기장과 고급스러운 디자인으로 알핀 스타일과 유사한 느낌을 줍니다.
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,첼시,EPL,0.4938604235649109,0.5,0.8872170872506783,0.575,0.6,2,첼시는 고급스러운 이미지와 고급 경기장으로 알핀 스타일의 감각을 잘 반영합니다.
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.4521811902523041,0.5,0.9470712300839362,0.5703,0.45,3,"리버풀은 고전적인 이미지와 고급스러운 경기장으로 알핀 스타일과는 다소 차이가 있지만, 고급스러운 느낌을 주는 부분이 있습니다."
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.3676434159278869,0.5,0.9837736012587378,0.5438,0.75,1,"KT 위즈는 현대적인 스타일과 혁신적인 아이디어를 추구하는 팀으로, 알핀의 메르세데스 엔진처럼 cutting-edge한 이미지를 가지고 있습니다."
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,LG 트윈즈,KBO,0.3666655123233795,0.5,0.9260043181881564,0.5319,0.6,2,"LG 트윈즈는 전통적인 스타일과 현대적인 요소를 조화시키는 팀으로, 알핀의 메르세데스 엔진처럼 균형 잡힌 이미지를 가지고 있습니다."
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,키움 히어로즈,KBO,0.3475396335124969,0.5,0.9368513188800902,0.5264,0.4,3,"키움 히어로즈는 강렬하고 독특한 스타일을 추구하는 팀으로, 알핀의 메르세데스 엔진처럼 독창적인 이미지를 가지고 있지만, 현대적인 요소가 부족할 수 있습니다."
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.5125328302383423,0.5,0.9480141155784624,0.603,0.75,1,"제주 SK FC는 알프인 스타일과 유사한 현대적인 디자인을 가지고 있어, 메르세데스 엔진의 스타일과 잘 어울립니다."
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대전 하나 시티즌,K LEAGUE,0.4653038382530212,0.5,0.9680314540706978,0.585,0.6,2,"대전 하나 시티즌의 로고는 현대적인 디자인을 가지고 있지만, 알프인 스타일과 완전히 일치하지는 않습니다."
1,알핀,나는 알핀의 '2026년_메르세데스_엔진' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.4734826683998108,0.5,0.9323982092801332,0.5839,0.4,3,"FC안양의 로고는 전통적인 디자인을 가지고 있어, 알프인 스타일과 잘 어울리지 않습니다."
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.4640316367149353,0.5,0.9470712300839362,0.575,0.75,1,리버풀은 강력한 팀컬러와 깔끔한 디자인으로 알핀 스타일과 유사한 느낌을 줍니다.
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.448039710521698,0.5,0.9721760249455392,0.5737,0.6,2,크리스탈 팰리스는 고급스러운 느낌을 주는 팀컬러와 로고 디자인으로 알핀 스타일과 비슷한 매력을 지닙니다.
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,토트넘 홋스퍼,EPL,0.425714373588562,0.5,0.9597523705379494,0.5622,0.4,3,토트넘 홋스퍼는 강렬한 팀컬러와 로고 디자인으로 알핀 스타일과는 다소 다른 느낌을 줍니다.
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.3949683904647827,0.5,0.9837736012587378,0.5547,0.85,1,"KT 위즈는 강력한 투수진과 강력한 타선의 균형을 갖춘 팀으로, 알핀의 '흙 속의 진주' 같은 스타일과 잘 어울립니다."
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,키움 히어로즈,KBO,0.3699528872966766,0.5,0.9368513188800902,0.5354,0.75,2,"키움 히어로즈는 강력한 타선과 강력한 투수진을 갖춘 팀으로, KT 위즈와 비슷한 스타일을 가지고 있습니다."
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,NC 다이노스,KBO,0.3709383010864258,0.5,0.8965756496547588,0.5277,0.45,3,"NC 다이노스는 상대적으로 다른 이미지로, 알핀의 '흙 속의 진주' 같은 스타일과 잘 맞지 않을 것으로 보입니다."
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.5044214129447937,0.5,0.9480141155784624,0.5998,0.75,1,"제주 SK FC의 색상과 로고 디자인은 알핀의 '흙 속의 진주'와 유사한 감각을 지닌다. 특히, 제주 SK FC의 로고에서 사용된 파란색과 흰색의 조화가 알핀의 스타일과 유사하다."
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대전 하나 시티즌,K LEAGUE,0.4345126748085022,0.5,0.9680314540706978,0.5727,0.6,2,"대전 하나 시티즌의 로고 디자인은 알핀의 스타일과 유사한 감각을 지닌다. 특히, 로고의 색상과 폰트 스타일이 유사하다."
1,알핀,나는 알핀의 '흙_속의_진주(드라이버)' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.4429203271865845,0.5,0.9323982092801332,0.5717,0.4,3,"FC안양의 로고 디자인은 알핀의 스타일과는 다소 차이가 있다. 하지만, FC안양의 로고에서 사용된 색상과 폰트 스타일이 알핀의 스타일과 유사한 부분이 있다."
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.5137431025505066,0.5,0.9470712300839362,0.5949,0.75,1,"리버풀은 알핀의 전술적 접근 방식과 유사한 스타일을 가지고 있으며, 강력한 팀으로서의 이미지를 바탕으로 한 전술적 변화를 통해 피아스트리와 유사한 느낌을 줄 수 있습니다."
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.470208078622818,0.5,0.9721760249455392,0.5825,0.6,2,"크리스탈 팰리스는 공격적인 전술과 빠른 패스 플레이를 중시하며, 피아스트리와 유사한 스타일을 가지고 있습니다. 그러나 팀의 전반적인 성적과 안정성 면에서 리버풀보다 약간 떨어질 수 있습니다."
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,첼시,EPL,0.4971908628940582,0.5,0.8872170872506783,0.5763,0.4,3,"첼시는 전술적으로 다양한 스타일을 보여주지만, 최근 몇 년간의 성적과 팀의 안정성 면에서 리버풀과 크리스탈 팰리스보다 적합하지 않을 수 있습니다. 그러나 첼시의 전술적 유연성은 피아스트리와 유사한 스타일을 구현하는 데 도움이 될 수 있습니다."
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.3316131234169006,0.5,0.9837736012587378,0.5294,0.75,2,"KT 위즈는 강력한 타선과 투수진을 보유하고 있어 알핀의 스타일과 잘 맞는다. 특히, KT 위즈의 빠른 기동력과 공격적인 플레이 스타일이 알핀의 스타일과 유사하다."
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,키움 히어로즈,KBO,0.3456016778945923,0.5,0.9368513188800902,0.5256,0.85,1,"키움 히어로즈는 강력한 타선과 투수진을 보유하고 있어 알핀의 스타일과 잘 맞는다. 특히, 키움 히어로즈의 공격적인 플레이 스타일과 빠른 기동력은 알핀의 스타일과 유사하다."
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,삼성 라이온즈,KBO,0.353398323059082,0.5,0.8872751692682712,0.5188,0.6,3,"삼성 라이온즈는 전통적인 팀으로, 알핀의 스타일과는 다소 차이가 있다. 그러나, 삼성 라이온즈의 강력한 투수진과 타선은 알핀의 스타일과 어느 정도 유사하다."
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.5093439221382141,0.5,0.9480141155784624,0.6017,0.75,1,제주 SK FC의 브랜드 아이덴티티와 비슷한 현대적이고 세련된 이미지를 가지고 있어 알핀의 스타일과 잘 어울립니다.
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대구FC,K LEAGUE,0.4488514959812164,0.5,0.91831849803009,0.5703,0.6,2,"대구FC의 현대적이고 세련된 이미지는 알핀의 스타일과 유사하지만, 전체적인 분위기에서 약간 차이가 있습니다."
1,알핀,나는 알핀의 '피아스트리_계약_분쟁' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울산 HD FC,K LEAGUE,0.4157578945159912,0.5,0.9383072635247672,0.5589,0.4,3,"울산 HD FC의 이미지와 알핀의 스타일은 크게 다르며, 현대적이고 세련된 이미지를 찾고 있다면 제주 SK FC나 대구FC가 더 적합할 수 있습니다."
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.4868494868278503,0.5,0.9721760249455392,0.5892,0.75,2,"크리스탈 팰리스는 공격적인 축구 스타일을 선호하는 팀으로, 빠른 패스와 기술적인 플레이가 특징입니다. 알핀의 '엔스톤_비리_조직' 스타일과 유사한 점이 많아 적합합니다."
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.4977296590805053,0.5,0.9470712300839362,0.5885,0.85,1,리버풀은 강력한 팀 조직과 빠른 전환 속도를 바탕으로 공격적인 축구를 펼치는 팀입니다. 알핀의 스타일과 유사한 전술적 측면이 많아 적합합니다.
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.4590987861156463,0.5,0.9648402984482792,0.5766,0.6,3,"뉴캐슬 유나이티드는 전술적으로 유연하며, 강력한 수비와 빠른 전환 속도를 바탕으로 공격을 펼치는 팀입니다. 알핀의 스타일과 유사한 점이 있지만, 리버풀과 크리스탈 팰리스에 비해 덜 유사합니다."
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,키움 히어로즈,KBO,0.4278518259525299,0.5,0.9368513188800902,0.5585,0.95,1,키움 히어로즈는 알핀의 '엔스톤_비리_조직' 스타일과 유사한 깔끔하고 세련된 디자인을 가지고 있습니다.
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,NC 다이노스,KBO,0.4202339947223663,0.5,0.8965756496547588,0.5474,0.85,2,"NC 다이노스는 키움 히어로즈와 비슷한 스타일을 가지고 있으며, 특히 홈 유니폼에서 유사성을 찾을 수 있습니다."
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,한화 이글스,KBO,0.3668166399002075,0.5,0.9351941501467465,0.5338,0.6,3,"한화 이글스는 알핀의 스타일과는 다소 다른 느낌을 주지만, 특정 유니폼 디자인에서 유사성을 찾을 수 있습니다."
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.5213590860366821,0.5,0.9480141155784624,0.6065,0.75,1,"제주 SK FC는 알핀의 스타일을 따르는 팀 중 하나로, 강력한 수비와 효율적인 패스 플레이로 유명합니다."
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대구FC,K LEAGUE,0.4622463583946228,0.5,0.91831849803009,0.5757,0.6,2,"대구FC는 공격적인 축구를 선호하며, 빠른 속도와 강력한 슈팅으로 알핀의 스타일을 일부 공유합니다."
1,알핀,나는 알핀의 '엔스톤_비리_조직' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.4405997991561889,0.5,0.9323982092801332,0.5708,0.4,3,"FC안양은 아직 성장 중인 팀으로, 알핀의 스타일을 완전히 따르는 팀은 아니지만, 미래에 이 스타일을 발전시킬 잠재력을 가지고 있습니다."
1,알핀,나는 알핀의 '르노_헤리티지' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.4498036503791809,0.5,0.9470712300839362,0.5693,0.75,1,"리버풀은 알핀의 '르노_헤리티지'와 같은 현대적이고 혁신적인 스타일을 선호하는 팬들을 가지고 있으며, 팀의 축구 스타일도 공격적인 축구를 중시하는 점에서 유사성이 있습니다."
1,알핀,나는 알핀의 '르노_헤리티지' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.4259986579418182,0.5,0.9721760249455392,0.5648,0.6,2,"크리스탈 팰리스는 현대적인 경기장과 스타디움을 가지고 있으며, 팀의 축구 스타일도 공격적이고 빠르다는 점에서 알핀의 '르노_헤리티지'와 유사한 요소를 가지고 있습니다."
1,알핀,나는 알핀의 '르노_헤리티지' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울버햄튼 원더러스,EPL,0.420447826385498,0.5,0.9769664364860592,0.5636,0.4,3,"울버햄튼 원더러스는 전통적인 스타일의 경기장과 선수단을 가지고 있으며, 팀의 축구 스타일도 전통적인 축구를 중시하는 점에서 알핀의 '르노_헤리티지'와는 다소 차이가 있습니다."
1,알핀,나는 알핀의 '르노_헤리티지' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,NC 다이노스,KBO,0.3920462429523468,0.5,0.8965756496547588,0.5361,0.75,1,"NC 다이노스는 알핀 스타일의 깔끔한 디자인과 현대적인 느낌을 강조하는 팀입니다. 특히, 팀의 로고와 유니폼의 색상과 디자인이 매우 깔끔하고 세련되어서 알린의 '르노_헤리티지'와 비슷한 느낌을 줍니다."
1,알핀,나는 알핀의 '르노_헤리티지' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.3397752046585083,0.5,0.9837736012587378,0.5327,0.6,2,"KT 위즈의 유니폼은 알핀 스타일의 요소가 있지만, 전체적인 느낌은 더 다채롭고 화려한 편입니다. 알린의 '르노_헤리티지'와는 조금 다른 스타일이지만, 현대적인 느낌을 강조하는 점에서 유사한 부분이 있습니다."
1,알핀,나는 알핀의 '르노_헤리티지' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,삼성 라이온즈,KBO,0.3568015098571777,0.5,0.8872751692682712,0.5202,0.4,3,"삼성 라이온즈의 유니폼은 전통적인 디자인을 강조하는 편이며, 알린의 '르노_헤리티지'와는 스타일이 크게 다릅니다. 그러나, 삼성 라이온즈의 유니폼은 깔끔하고 세련된 면이 있어, 일부 요소에서 비슷한 느낌을 줄 수 있습니다."
1,알핀,나는 알핀의 '르노_헤리티지' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.450939416885376,0.5,0.9480141155784624,0.5784,0.75,1,제주 SK FC의 로고와 색상 스타일이 알핀의 '르노_헤리티지'와 유사한 느낌을 줍니다.
1,알핀,나는 알핀의 '르노_헤리티지' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.4484809339046478,0.5,0.9323982092801332,0.5739,0.4,2,FC안양의 로고와 색상 스타일은 알핀의 '르노_헤리티지'와는 다소 차이가 있습니다.
