user_type,original_support_team,query,matching_team,recommend_league,sbert_score,n2v_score,vector_score,match_score,llm_confidence,llm_rank,llm_reason
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.4453921,0.9910561442375184,0.9323982092801332,0.7611,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,광주FC,K LEAGUE,0.42831883,0.980122983455658,0.9032777632922462,0.744,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대구FC,K LEAGUE,0.36821103,0.9777965545654296,0.9183184980300902,0.7221,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC 서울,K LEAGUE,0.44689444,0.6062273979187012,0.91852243768743,0.605,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대전 하나 시티즌,K LEAGUE,0.44064903,0.5,0.9680314540706978,0.5699,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,인천 유나이티드,K LEAGUE,0.4601504,0.5,0.8960919228954383,0.5633,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.42642006,0.5,0.9480141155784624,0.5602,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,수원 삼성 블루윙즈,K LEAGUE,0.42256054,0.5,0.9079321587607178,0.5506,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울산 HD FC,K LEAGUE,0.39184338,0.5,0.9383072635247672,0.5444,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,포항 스틸러스,K LEAGUE,0.4282795,0.4228067398071289,0.9304761103918512,0.5265,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,전북 현대 모터스,K LEAGUE,0.40277243,0.433035135269165,0.9422203001400252,0.5228,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,강원FC,K LEAGUE,0.46879897,0.297736257314682,0.929090477489964,0.4924,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,두산 베어스,KBO,0.27692,0.8032773733139038,0.9153537552423172,0.6151,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.43073985,0.5,0.9837736012587376,0.5691,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,롯데 자이언츠,KBO,0.35943058,0.5860469937324524,0.9239084086851896,0.563,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,삼성 라이온즈,KBO,0.33074638,0.5963881611824036,0.8872751692682712,0.5483,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,기아 타이거즈,KBO,0.34511504,0.5554789304733276,0.904112603536039,0.5411,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,NC 다이노스,KBO,0.3495936,0.4877979457378387,0.8965756496547586,0.5143,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,SSG 랜더스,KBO,0.23219766,0.3641793429851532,0.9439742863654778,0.4273,0.0,0,분석 실패 또는 신뢰도 낮음
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,LG 트윈스,KBO,0.33254406,0.9761744141578674,0.9260043181881564,0.7087,0.85,1,"강력한 타선과 투수진으로 인해 꾸준히 상위권에 위치하고 있으며, 팀의 전반적인 균형 잡힌 성능이 뉴캐슬 유나이티드와 비슷합니다."
1,뉴캐슬 유나이티드,나는 뉴캐슬 유나이티드의 '70년 무관 탈출' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,키움 히어로즈,KBO,0.33556187,0.790267825126648,0.9368513188800902,0.6377,0.75,2,"강력한 타선과 투수진을 갖추고 있으며, 특히 중간 계투들이 팀의 승리를 이끄는 중요한 역할을 합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.40866017,0.5,0.9470712300839362,0.5529,0.85,1,리버풀은 강력한 팬 문화와 소통을 중시하는 팀으로 잘 알려져 있습니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.41950536,0.5,0.9721760249455392,0.5622,0.75,2,크리스탈 팰리스는 팬들과의 소통을 중시하는 팀으로 유명합니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,아스톤 빌라,EPL,0.3135219,0.5,0.9847085805412288,0.5224,0.7,3,아스톤 빌라는 팬들과의 관계를 중시하는 팀으로 유명합니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.41888133,0.5,0.9648402984482792,0.5605,0.65,4,뉴캐슬 유나이티드는 팬들과의 관계를 중요하게 여기는 팀입니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,토트넘 홋스퍼,EPL,0.37947735,0.5,0.9597523705379496,0.5437,0.6,5,토트넘 홋스퍼는 팬들과의 소통을 중요하게 여기는 편입니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,아스날,EPL,0.2883895,0.5,0.9811790089246664,0.5116,0.55,6,"아스날은 팬들과의 관계를 중시하는 팀으로, 특히 북부 영국 팬들에게 인기가 많습니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,브라이튼,EPL,0.24834748,0.5,0.957553776686939,0.4908,0.5,7,"브라이튼은 최근에 강력한 팬 문화를 형성하고 있으며, 팬들과의 소통을 중시하는 팀입니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,첼시,EPL,0.3536587,0.5,0.8872170872506784,0.5189,0.45,8,"첼시는 팬들과의 소통을 중요하게 여기는 편이지만, 리버풀과 비교했을 때 덜 강조되는 편입니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울버햄튼 원더러스,EPL,0.27849495,0.5,0.9769664364860592,0.5068,0.4,9,"울버햄튼은 팬들과의 소통을 중요하게 여기는 편이지만, 리버풀과 크리스탈 팰리스와 같은 강력한 팬 문화를 형성하지 못했습니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,웨스트햄 유나이티드,EPL,0.15768063,0.5,0.9746360754360393,0.458,0.35,10,"웨스트햄은 새로운 팀으로서 아직 완전히 정착되지 않았지만, 팬들과의 소통을 중요하게 여기는 편입니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맨체스터 시티,EPL,0.33841327,0.5,0.8806543859487871,0.5115,0.3,11,"맨체스터 시티는 최근에 강력한 팬 문화를 형성하고 있지만, 여전히 리버풀과 크리스탈 팰리스와 같은 팀들과 비교했을 때 덜 강조되는 편입니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맨체스터 유나이티드,EPL,0.2721045,0.5,0.9387467508866107,0.4966,0.25,12,"맨체스터 유나이티드는 전통적으로 큰 팬 기반을 가지고 있지만, 팬들과의 소통을 중시하는 팀으로는 덜 알려져 있습니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,메르세데스,F1,0.263715,0.5,0.8813761980547393,0.4818,0.95,1,"메르세데스는 전 세계적으로 유명한 브랜드로, 팬과의 소통을 중요시하는 다양한 마케팅 활동을 합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,페라리,F1,0.35191637,0.5,0.867585580547885,0.5143,0.9,2,"페라리는 전 세계적으로 유명한 브랜드로, 팬과의 소통을 강조하는 다양한 마케팅 활동을 합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,애스턴 마틴,F1,0.2722065,0.5,0.9197905115027536,0.4928,0.85,3,애스턴 마틴은 자동차 브랜드로서 팬과의 소통을 중요시하는 다양한 마케팅 활동을 합니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레드불,F1,0.35513335,0.5,0.869819254343648,0.516,0.8,4,"레드불은 밝고 긍정적인 이미지를 가지고 있으며, 팬들과의 소통을 중요시합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,레이싱 불스,F1,0.38614702,0.5,0.924607589386269,0.5394,0.75,5,레이싱 불스의 밝고 긍정적인 이미지는 팬들과의 소통을 강조하는 스타일과 잘 어울립니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,윌리엄스,F1,0.265319,0.5,0.940160426099116,0.4942,0.7,6,"윌리엄스는 밝고 긍정적인 이미지를 가지고 있으며, 팬들과의 소통을 강조합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,알핀,F1,0.2700157,0.5,0.9093003387305426,0.4899,0.65,7,"알핀은 상대적으로 새로운 팀이지만, 팬들과의 소통을 강조하는 노력이 필요합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맥라렌,F1,0.3514831,0.5,0.9354280984956792,0.5277,0.6,8,"맥라렌은 전 세계적으로 유명한 브랜드로, 팬과의 소통을 중요시하는 이미지를 가지고 있습니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,자우버,F1,0.31108582,0.5,0.8822722818574583,0.5009,0.5,9,"자우버는 상대적으로 덜 알려진 팀이지만, 팬들과의 소통을 중요시하는 노력이 필요합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,하스,F1,0.33177122,0.5,0.923812992867432,0.5175,0.4,10,"하스는 상대적으로 덜 알려진 팀이지만, 팬들과의 소통을 강조하는 노력이 필요합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,LG 트윈스,KBO,0.44323862,0.5,0.9260043181881564,0.5625,0.0,0,분석 실패 또는 신뢰도 낮음
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,두산 베어스,KBO,0.40884656,0.5,0.9153537552423172,0.5466,0.0,0,분석 실패 또는 신뢰도 낮음
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,SSG 랜더스,KBO,0.30799234,0.5,0.9439742863654778,0.512,0.0,0,"SSG 랜더스는 아직 KBO 리그에 입성한 신생 팀으로, 팬들과의 소통을 강화하는 데 많은 노력이 필요합니다."
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,KT 위즈,KBO,0.45805132,0.5,0.9837736012587376,0.58,0.75,1,KT 위즈는 팬들과의 소통을 강조하는 팀으로 유명합니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,기아 타이거즈,KBO,0.41021493,0.5,0.904112603536039,0.5449,0.3,2,기아 타이거즈는 팬과의 소통에 대한 노력이 부족한 편입니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,삼성 라이온즈,KBO,0.41534624,0.5,0.8872751692682712,0.5436,0.2,3,삼성 라이온즈는 대형 기업의 브랜드로서 팬과의 소통보다는 경영 성과를 중시합니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,키움 히어로즈,KBO,0.3847546,0.5,0.9368513188800902,0.5413,0.15,4,키움 히어로즈는 신생 팀으로 아직 팬들과의 소통을 강화하는 데 많은 노력이 필요합니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,NC 다이노스,KBO,0.38586825,0.5,0.8965756496547586,0.5337,0.1,5,NC 다이노스는 팬과의 소통에 대한 노력이 부족한 편입니다.
1,제주 SK FC,나는 제주 SK FC의 '팬_소통_강화' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,롯데 자이언츠,KBO,0.35799417,0.5,0.9239084086851896,0.528,0.05,6,"롯데 자이언츠는 오랜 역사와 전통을 가지고 있지만, 현대적인 팬과의 소통 방식에 적응하지 못하는 면이 있습니다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,리버풀,EPL,0.42436087,0.5,0.9470712300839362,0.5592,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,크리스탈 팰리스,EPL,0.34966746,0.5,0.9721760249455392,0.5343,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,첼시,EPL,0.3865616,0.5,0.8872170872506784,0.5321,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,아스날,EPL,0.2990756,0.5,0.9811790089246664,0.5159,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,토트넘 홋스퍼,EPL,0.30636755,0.5,0.9597523705379496,0.5145,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,웨스트햄 유나이티드,EPL,0.2867231,0.5,0.9746360754360393,0.5096,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,브라이튼,EPL,0.25648433,0.5,0.957553776686939,0.4941,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맨체스터 시티,EPL,0.2907172,0.5,0.8806543859487871,0.4924,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,맨체스터 유나이티드,EPL,0.2608788,0.5,0.9387467508866107,0.4921,0.0,0,분석 실패 또는 신뢰도 낮음
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,뉴캐슬 유나이티드,EPL,0.3749795,0.5,0.9648402984482792,0.543,0.85,1,"뉴캐슬은 강력한 수비와 전술적 안정감을 중시하는 팀으로, 알핀의 '정치적_혼란'과 비슷한 전술적 접근 방식을 사용합니다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울버햄튼 원더러스,EPL,0.35748616,0.5,0.9769664364860592,0.5384,0.75,2,"울버햄튼은 강력한 수비와 효율적인 전방 압박을 중시하는 팀으로, 알핀의 전술적 접근 방식과 유사합니다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,아스톤 빌라,EPL,0.34703413,0.5,0.9847085805412288,0.5358,0.65,3,"아스톤 빌라는 공격적인 전술을 사용하며, 수비와 미드필드에서 강력한 안정감을 제공하는 팀입니다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,인천 유나이티드,K LEAGUE,0.2668671,0.5,0.8960919228954383,0.486,0.85,1,인천 유나이티드는 깔끔하고 세련된 이미지를 갖추고 있어 알핀의 스타일에 매우 유사하다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC 서울,K LEAGUE,0.3097415,0.5,0.91852243768743,0.5076,0.8,2,FC 서울의 깔끔하고 세련된 이미지는 알핀의 스타일과 매우 유사하다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,수원 삼성 블루윙즈,K LEAGUE,0.22284502,0.5,0.9079321587607178,0.4707,0.8,3,수원 삼성 블루윙즈는 깔끔하고 세련된 이미지를 갖추고 있어 알핀의 스타일에 매우 유사하다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,제주 SK FC,K LEAGUE,0.38501143,0.5,0.9480141155784624,0.5436,0.75,4,제주 SK FC의 독특한 색상과 로고 디자인은 알핀의 스타일과 유사하다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대구FC,K LEAGUE,0.28638658,0.5,0.9183184980300902,0.4982,0.7,5,대구FC의 독특한 로고와 색상은 알핀의 스타일에 유사하다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,울산 HD FC,K LEAGUE,0.28883946,0.5,0.9383072635247672,0.5032,0.65,6,울산 HD FC는 독특한 로고와 색상을 갖추고 있어 알핀의 스타일에 가까운 편이다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,광주FC,K LEAGUE,0.3578526,0.5,0.9032777632922462,0.5238,0.6,7,광주FC의 깔끔하고 세련된 이미지는 알핀의 스타일에 가까운 편이다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,포항 스틸러스,K LEAGUE,0.24852994,0.5,0.9304761103918512,0.4855,0.6,8,포항 스틸러스는 독특한 로고와 색상을 갖추고 있어 알핀과 비슷한 느낌을 준다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,대전 하나 시티즌,K LEAGUE,0.30588022,0.5,0.9680314540706978,0.516,0.55,9,대전 하나 시티즌의 로고와 유니폼 디자인은 알핀의 스타일에 가까운 편이다.
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,강원FC,K LEAGUE,0.2794737,0.5,0.929090477489964,0.4976,0.5,10,"강원FC는 비교적 단순한 디자인을 유지하고 있지만, 알핀과 비슷한 느낌을 준다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,전북 현대 모터스,K LEAGUE,0.28229,0.5,0.9422203001400252,0.5014,0.45,11,"전북 현대 모터스는 전통적인 디자인을 유지하고 있지만, 알핀과는 다소 다른 느낌이다."
1,알핀,나는 알핀의 '정치적_혼란' 같은 스타일이 마음에 들어. 이런 느낌을 가진 다른 리그 팀을 추천해줘.,FC안양,K LEAGUE,0.3349936,0.5,0.9323982092801332,0.5205,0.4,12,"FC안양은 비교적 새로운 팀으로, 독특한 디자인을 갖추고 있지만, 알핀과 완전히 동일한 느낌은 아니다."
